time_s,head_x_m,head_y_m,head_yaw_rad,state,q_joint_01_rad,q_joint_02_rad,q_joint_03_rad,q_joint_04_rad,q_joint_05_rad,q_joint_06_rad,q_joint_07_rad,q_joint_08_rad,q_joint_09_rad,dq_joint_01_rad_s,dq_joint_02_rad_s,dq_joint_03_rad_s,dq_joint_04_rad_s,dq_joint_05_rad_s,dq_joint_06_rad_s,dq_joint_07_rad_s,dq_joint_08_rad_s,dq_joint_09_rad_s,cmd_joint_01_rad,cmd_joint_02_rad,cmd_joint_03_rad,cmd_joint_04_rad,cmd_joint_05_rad,cmd_joint_06_rad,cmd_joint_07_rad,cmd_joint_08_rad,cmd_joint_09_rad,range_head_range_m60_m,range_head_range_m30_m,range_head_range_00_m,range_head_range_p30_m,range_head_range_p60_m
0.002000,0.000000,0.000000,0.000000,slither,-0.000191,0.000391,0.000168,0.000249,0.000658,-0.000672,-0.000338,-0.000386,-0.000715,-0.095728,0.195309,0.083893,0.124736,0.328896,-0.336214,-0.168984,-0.193054,-0.357342,0.000000,0.068000,0.068000,0.068000,0.068000,-0.068000,-0.068000,-0.068000,-0.068000,-0.800000,-0.800000,0.632000,-0.800000,-0.800000
0.050000,-0.000478,-0.007876,-0.063224,slither,0.000301,0.039121,0.038796,0.050234,0.016710,-0.055503,-0.043557,-0.043696,-0.031200,0.743843,1.643290,1.625364,2.092625,-0.567471,-1.774761,-1.498540,-1.705848,-0.040874,0.093248,0.204000,0.204000,0.204000,-0.021218,-0.204000,-0.204000,-0.204000,-0.060536,-0.800000,-0.800000,0.647468,-0.800000,-0.800000
0.100000,-0.008747,-0.029002,-0.288215,slither,0.065382,0.155719,0.157233,0.164501,-0.036977,-0.163810,-0.149459,-0.162512,0.000529,1.393032,2.560958,2.620622,1.671619,-1.194325,-2.145427,-2.254311,-2.498304,0.939673,0.177274,0.340000,0.340000,0.272442,-0.124312,-0.340000,-0.340000,-0.340000,0.030987,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
0.150000,-0.026940,-0.043819,-0.519431,slither,0.152853,0.306664,0.305058,0.177139,-0.108090,-0.280035,-0.276772,-0.200150,0.079747,2.081884,3.076123,1.894633,-0.626016,-1.292206,-2.090980,-2.259295,0.180874,1.630890,0.287019,0.509557,0.443135,0.124322,-0.274875,-0.539313,-0.526163,-0.241557,0.162704,-0.800000,-0.800000,-0.800000,0.669733,-0.800000
0.200000,-0.041442,-0.039194,-0.631808,slither,0.247855,0.415904,0.359529,0.125917,-0.189711,-0.377610,-0.351296,-0.159182,0.174137,1.575524,1.307202,0.185991,-1.400583,-1.702486,-1.366479,-0.636441,0.829056,1.772902,0.353804,0.514338,0.379854,0.023654,-0.361986,-0.568988,-0.485139,-0.154299,0.247128,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
0.250000,-0.046084,-0.025310,-0.651048,slither,0.341765,0.468680,0.346566,0.045599,-0.275013,-0.430104,-0.349422,-0.086799,0.270711,1.771193,0.623768,-0.789977,-1.786879,-1.612153,-0.546366,0.722896,1.615537,1.887605,0.439681,0.498180,0.269634,-0.122139,-0.465731,-0.575588,-0.391583,-0.011282,0.362411,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
0.300000,-0.046551,-0.009649,-0.622677,slither,0.422975,0.485832,0.295513,-0.041718,-0.349444,-0.453505,-0.307490,0.008306,0.358064,1.347780,0.171233,-1.185356,-1.820788,-1.406977,-0.326661,1.016013,1.797983,1.574386,0.481588,0.469288,0.186391,-0.214176,-0.516342,-0.556838,-0.312816,0.085896,0.426459,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
0.350000,-0.045119,0.008568,-0.546860,slither,0.485317,0.475230,0.217582,-0.139837,-0.415119,-0.452570,-0.239065,0.109422,0.430305,1.035150,-0.631826,-1.848039,-2.003803,-1.359561,0.129164,1.677335,2.386561,1.378685,0.517093,0.399945,0.052303,-0.338333,-0.561394,-0.496234,-0.176873,0.226259,0.497778,-0.800000,-0.800000,-0.800000,0.680110,-0.800000
0.400000,-0.043488,0.029408,-0.418788,slither,0.520827,0.429647,0.119811,-0.239441,-0.464664,-0.426851,-0.154089,0.210368,0.482127,0.545138,-0.953410,-1.861410,-1.968388,-0.807420,0.656452,1.819562,1.971753,0.757881,0.522551,0.339487,-0.038248,-0.407209,-0.568658,-0.435213,-0.077739,0.312680,0.527281,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
0.450000,-0.043527,0.050077,-0.263243,slither,0.530232,0.360261,0.012308,-0.332514,-0.494152,-0.378556,-0.057943,0.307291,0.512680,-0.056797,-1.672704,-2.408284,-1.870545,-0.257775,1.246870,1.962046,1.827489,0.406381,0.501251,0.230462,-0.170394,-0.485828,-0.546190,-0.318706,0.074931,0.423868,0.541240,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
0.500000,-0.046110,0.067828,-0.092951,slither,0.514671,0.270949,-0.095293,-0.413455,-0.499335,-0.309388,0.047596,0.390530,0.518055,-0.423988,-1.680126,-1.703415,-1.331876,0.070343,1.515950,1.970061,1.472823,0.006611,0.468037,0.148829,-0.252068,-0.519416,-0.509641,-0.227879,0.174778,0.482364,0.529931,-0.800000,-0.800000,0.681374,-0.800000,-0.800000
0.550000,-0.049722,0.080884,0.076361,slither,0.473071,0.171025,-0.203772,-0.473577,-0.478914,-0.220756,0.152345,0.456333,0.501778,-1.163052,-2.282979,-2.333156,-1.071386,0.675917,2.001611,2.188687,1.029310,-0.694828,0.390554,0.017638,-0.360163,-0.540385,-0.426589,-0.080114,0.312840,0.541133,0.481985,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
0.600000,-0.054693,0.090950,0.249434,slither,0.409460,0.060863,-0.304471,-0.511268,-0.434305,-0.122535,0.253638,0.496784,0.459881,-1.286870,-1.953361,-1.777416,-0.625529,0.924333,1.997966,1.868489,0.704360,-0.757043,0.323906,-0.070656,-0.418376,-0.533193,-0.354025,0.022450,0.393676,0.559912,0.431421,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
0.650000,-0.060658,0.096260,0.411222,slither,0.325255,-0.051815,-0.396711,-0.525502,-0.368135,-0.014950,0.345487,0.513719,0.391744,-2.056434,-2.591814,-1.793069,-0.022760,1.605515,2.384143,1.712871,-0.063283,-1.649585,0.206042,-0.198049,-0.480911,-0.491645,-0.225382,0.174104,0.491549,0.555713,0.331274,-0.800000,0.699637,-0.800000,-0.800000,-0.800000
0.700000,-0.066477,0.097388,0.560782,slither,0.225933,-0.163631,-0.472327,-0.518205,-0.283359,0.095484,0.420259,0.507596,0.310360,-1.907525,-2.016394,-1.333667,0.392784,1.785857,2.133828,1.336393,-0.186792,-1.539263,0.119215,-0.275659,-0.504078,-0.444570,-0.130175,0.269293,0.538365,0.531547,0.251393,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
0.750000,-0.071318,0.094750,0.691318,slither,0.113406,-0.274267,-0.525685,-0.485531,-0.185571,0.197358,0.476529,0.479977,0.213243,-2.522425,-2.153646,-0.942954,0.839954,2.062399,1.986064,0.950251,-0.906020,-2.142938,-0.020071,-0.378285,-0.512233,-0.351302,0.016880,0.393471,0.575116,0.463073,0.116198,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
0.800000,-0.074796,0.088748,0.802145,slither,-0.007674,-0.379353,-0.553579,-0.428875,-0.082628,0.295508,0.505427,0.424852,0.105159,-2.191682,-1.877649,-0.258277,1.292658,1.953553,1.779831,0.280088,-1.171204,-2.023440,-0.114761,-0.434414,-0.499680,-0.276805,0.113345,0.460139,0.576211,0.398007,0.019887,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
0.850000,-0.074736,0.078250,0.872367,slither,-0.128129,-0.466290,-0.554612,-0.352153,0.025944,0.378395,0.508870,0.346677,-0.008553,-2.437224,-1.525137,0.200550,1.757195,2.373648,1.464213,-0.192027,-1.751958,-2.348202,-0.246846,-0.490747,-0.450032,-0.147817,0.252455,0.534720,0.546243,0.279570,-0.123462,0.734619,-0.800000,-0.800000,-0.800000,-0.800000
0.900000,-0.069659,0.062262,0.889124,slither,-0.242051,-0.525070,-0.529849,-0.253983,0.139514,0.440430,0.486989,0.256160,-0.120072,-1.948821,-0.875480,0.785176,2.051490,2.145651,1.042373,-0.606107,-1.819277,-1.995754,-0.324307,-0.508039,-0.397876,-0.054202,0.337294,0.565257,0.506090,0.190275,-0.213982,0.727715,-0.800000,-0.800000,-0.800000,-0.800000
0.950000,-0.060249,0.040661,0.844408,slither,-0.341797,-0.556750,-0.470457,-0.139360,0.247414,0.482627,0.442510,0.153086,-0.225890,-1.966072,-0.344445,1.456462,2.435662,2.114788,0.607376,-1.106972,-2.234501,-2.202223,-0.418640,-0.502252,-0.295074,0.090451,0.446172,0.579934,0.418690,0.047700,-0.335224,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
1.000000,-0.049906,0.015365,0.748815,slither,-0.428664,-0.552169,-0.382641,-0.017229,0.342723,0.499265,0.378129,0.047572,-0.321765,-1.718806,0.118287,1.756970,2.441249,1.776142,0.235914,-1.261646,-2.134773,-1.705898,-0.464128,-0.477417,-0.213243,0.185364,0.503236,0.568527,0.344933,-0.048828,-0.402723,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
1.050000,-0.042185,-0.010802,0.615608,slither,-0.490355,-0.519369,-0.275580,0.101286,0.420757,0.496404,0.297481,-0.062168,-0.402425,-0.966527,0.929504,2.296723,2.328789,1.355480,-0.375015,-1.690179,-2.208272,-1.475162,-0.509129,-0.416627,-0.082512,0.312847,0.556216,0.515923,0.212515,-0.192269,-0.482288,-0.800000,0.711577,-0.800000,-0.800000,-0.800000
1.100000,-0.037526,-0.035976,0.458788,slither,-0.527697,-0.463827,-0.162005,0.214119,0.477225,0.470392,0.204943,-0.168864,-0.464430,-0.513569,1.280108,2.168893,2.035843,0.907974,-0.818706,-2.013322,-1.776965,-1.063775,-0.522592,-0.362516,0.005777,0.383837,0.567972,0.458557,0.113490,-0.282873,-0.518651,-0.800000,0.720730,-0.800000,-0.800000,-0.800000
1.150000,-0.035874,-0.058820,0.287460,slither,-0.537307,-0.388102,-0.047190,0.317606,0.507949,0.417777,0.102711,-0.271192,-0.504843,0.026330,1.681072,2.359672,2.031171,0.412183,-1.246190,-2.140153,-2.088722,-0.529394,-0.511826,-0.260305,0.137662,0.468114,0.553321,0.347155,-0.040153,-0.401168,-0.542565,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
1.200000,-0.038112,-0.078110,0.112490,slither,-0.525560,-0.300630,0.066233,0.404107,0.518423,0.350597,-0.002692,-0.364348,-0.522606,0.384805,1.788989,2.291122,1.549447,-0.116699,-1.533719,-1.945038,-1.637568,-0.186267,-0.484433,-0.181300,0.221169,0.506879,0.522390,0.259255,-0.141443,-0.464803,-0.537424,-0.800000,-0.800000,0.674933,-0.800000,-0.800000
1.250000,-0.041576,-0.092512,-0.061437,slither,-0.489606,-0.201269,0.176791,0.472848,0.502174,0.264093,-0.112093,-0.437630,-0.514240,0.957093,2.139933,2.195630,1.176067,-0.546774,-2.006455,-2.424453,-1.290236,0.498468,-0.414824,-0.052288,0.333652,0.536169,0.446866,0.113942,-0.283671,-0.532327,-0.498316,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
1.300000,-0.046371,-0.102532,-0.234045,slither,-0.431590,-0.092618,0.284332,0.517841,0.462922,0.162691,-0.222040,-0.489987,-0.478346,1.141908,1.888966,1.908672,0.711614,-0.902459,-2.032617,-2.041069,-0.905339,0.929736,-0.352205,0.036179,0.396113,0.534985,0.378813,0.011941,-0.368222,-0.557132,-0.452878,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
1.350000,-0.052532,-0.109426,-0.403329,slither,-0.352133,0.020568,0.382750,0.540084,0.403193,0.055461,-0.318263,-0.515903,-0.418914,1.839772,2.079729,1.903841,0.227557,-1.368228,-1.984185,-1.660485,-0.293655,1.411448,-0.238824,0.165717,0.466165,0.502197,0.255381,-0.140932,-0.473168,-0.562138,-0.359194,-0.800000,-0.800000,-0.800000,0.694281,-0.800000
1.400000,-0.058569,-0.112527,-0.560720,slither,-0.257071,0.134261,0.463667,0.538045,0.323393,-0.053308,-0.400105,-0.515585,-0.340683,1.768829,1.879754,1.353576,-0.099628,-1.654346,-2.232894,-1.474285,0.168070,1.540072,-0.154277,0.245507,0.494468,0.460144,0.162092,-0.238610,-0.525799,-0.544226,-0.282865,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
1.450000,-0.063889,-0.110715,-0.697275,slither,-0.147451,0.248413,0.522727,0.512148,0.227032,-0.163256,-0.460793,-0.491679,-0.244161,2.410784,2.189119,0.921357,-0.792218,-1.985975,-2.096105,-1.111247,0.770589,2.186033,-0.014366,0.355010,0.512609,0.375128,0.017610,-0.366825,-0.570613,-0.483129,-0.150051,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
1.500000,-0.066643,-0.104423,-0.810611,slither,-0.027190,0.356340,0.556746,0.458471,0.122729,-0.264960,-0.497499,-0.442606,-0.137902,2.298399,1.895722,0.309912,-1.297248,-2.053408,-1.858589,-0.406464,1.120067,1.990408,0.081349,0.415967,0.506097,0.304642,-0.079026,-0.437754,-0.577773,-0.422677,-0.054428,-0.800000,-0.800000,-0.800000,-0.800000,0.769141
1.550000,-0.066096,-0.094545,-0.891311,slither,0.096156,0.449727,0.565085,0.384711,0.011121,-0.352293,-0.504496,-0.368243,-0.023053,2.445208,1.913118,-0.064634,-1.771391,-2.297465,-1.611939,0.005164,1.731725,2.456611,0.216887,0.480559,0.465083,0.180029,-0.220366,-0.519976,-0.556754,-0.309697,0.089887,-0.800000,-0.800000,-0.800000,-0.800000,0.710810
1.600000,-0.062377,-0.080074,-0.920612,slither,0.210143,0.518058,0.547980,0.290202,-0.103374,-0.422642,-0.492704,-0.279373,0.087935,2.061022,1.158139,-0.545519,-1.974053,-2.237840,-1.199432,0.409229,1.769989,1.967829,0.297823,0.503788,0.418138,0.088104,-0.307943,-0.556209,-0.522200,-0.222898,0.182352,-0.800000,-0.800000,-0.800000,-0.800000,0.703358
1.650000,-0.054645,-0.059837,-0.891645,slither,0.315824,0.556269,0.498245,0.178471,-0.214156,-0.473878,-0.457620,-0.179580,0.197054,1.993024,0.382945,-1.452824,-2.373365,-2.132043,-0.838330,0.925484,2.094075,2.272045,0.398862,0.507092,0.321934,-0.055983,-0.422593,-0.579897,-0.442215,-0.082162,0.308317,-0.800000,-0.800000,-0.800000,-0.800000,0.709716
1.700000,-0.043740,-0.034570,-0.804557,slither,0.408044,0.559762,0.415663,0.056976,-0.317843,-0.500624,-0.401678,-0.077442,0.295277,1.327816,-0.487925,-1.964924,-2.384450,-1.845152,-0.295580,1.312092,2.101097,1.785095,0.449613,0.488170,0.243493,-0.151849,-0.484441,-0.574538,-0.372524,0.014463,0.380025,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
1.750000,-0.033631,-0.007006,-0.667776,slither,0.475276,0.530357,0.308708,-0.065663,-0.402459,-0.505103,-0.324969,0.032115,0.380087,1.199965,-0.669479,-2.216248,-2.623094,-1.556351,0.125385,1.789596,2.379748,1.457817,0.498653,0.431192,0.111950,-0.286543,-0.549233,-0.533938,-0.247651,0.157216,0.464617,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
1.800000,-0.027667,0.019969,-0.510063,slither,0.518901,0.480656,0.193966,-0.184232,-0.465810,-0.483224,-0.234380,0.137790,0.446665,0.681073,-1.115521,-2.194383,-1.938619,-0.932302,0.628710,1.687024,1.811677,1.089369,0.518388,0.382054,0.024779,-0.360765,-0.566738,-0.481661,-0.150240,0.250627,0.506774,-0.800000,-0.800000,-0.800000,0.663385,-0.800000
1.850000,-0.025508,0.043648,-0.341423,slither,0.536041,0.411347,0.078638,-0.289991,-0.507476,-0.442262,-0.137314,0.243782,0.494043,0.139780,-1.572807,-2.485530,-2.187489,-0.561941,1.126672,2.138070,2.092895,0.650899,0.516817,0.285757,-0.107549,-0.451515,-0.561030,-0.376795,0.002856,0.374725,0.539788,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
1.900000,-0.026193,0.063695,-0.166308,slither,0.529119,0.326181,-0.036117,-0.384087,-0.521039,-0.374881,-0.031402,0.338483,0.518523,-0.306372,-1.799228,-2.075160,-1.631129,-0.110746,1.406477,2.082656,1.767320,0.275578,0.495031,0.209387,-0.192848,-0.495574,-0.536090,-0.292401,0.104975,0.443050,0.540658,-0.800000,-0.800000,0.694020,-0.800000,-0.800000
1.950000,-0.028722,0.078141,0.002847,slither,0.500931,0.228968,-0.150159,-0.455083,-0.510883,-0.290517,0.080370,0.417809,0.517960,-0.916879,-2.154967,-2.238430,-1.393211,0.357240,1.917970,2.337728,1.438284,-0.278997,0.432830,0.082367,-0.309929,-0.533683,-0.468964,-0.150645,0.250318,0.518617,0.510136,-0.800000,-0.800000,0.710604,-0.800000,-0.800000
2.000000,-0.033858,0.090122,0.178387,slither,0.448554,0.123677,-0.257496,-0.508922,-0.481053,-0.195015,0.189590,0.475885,0.491007,-1.175766,-2.193007,-2.014572,-0.915512,0.712999,1.978141,2.058497,0.916699,-0.710670,0.374580,-0.005840,-0.376310,-0.538435,-0.405620,-0.049544,0.338310,0.549403,0.470053,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
2.050000,-0.039716,0.097428,0.346857,slither,0.374804,0.010625,-0.358040,-0.536865,-0.424848,-0.088739,0.289799,0.509481,0.437948,-1.805038,-2.440616,-1.979381,-0.397531,1.319610,2.366767,1.894293,0.337540,-1.343581,0.266182,-0.136961,-0.453558,-0.514493,-0.287846,0.103983,0.449951,0.563626,0.383230,-0.800000,0.687819,-0.800000,-0.800000,-0.800000
2.100000,-0.046032,0.101730,0.508613,slither,0.283301,-0.103876,-0.444088,-0.540702,-0.350134,0.021134,0.374979,0.515618,0.364494,-1.848279,-2.265121,-1.533474,0.054086,1.557542,2.257408,1.568832,0.030808,-1.420581,0.183680,-0.219153,-0.487389,-0.478100,-0.197284,0.203355,0.507812,0.551695,0.310443,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
2.150000,-0.051748,0.100821,0.652785,slither,0.176481,-0.220764,-0.510299,-0.520069,-0.257696,0.127859,0.445409,0.504270,0.273594,-2.224659,-2.308052,-1.110720,0.646381,2.061796,2.053364,1.275778,-0.480265,-2.022362,0.048911,-0.330177,-0.510815,-0.397335,-0.051902,0.338850,0.563967,0.501378,0.183402,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
2.200000,-0.054686,0.094958,0.767729,slither,0.061000,-0.329278,-0.549970,-0.474852,-0.154903,0.233626,0.489287,0.460320,0.169220,-2.308469,-1.984013,-0.477257,1.168552,2.170207,2.003839,0.568054,-1.033929,-2.003798,-0.047450,-0.395722,-0.510370,-0.331140,0.044523,0.413760,0.577164,0.445780,0.088845,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
2.250000,-0.054671,0.084136,0.848134,slither,-0.062525,-0.421895,-0.563843,-0.406435,-0.045340,0.327777,0.508343,0.395935,0.056433,-2.562687,-1.789712,0.033254,1.661139,2.263191,1.778754,0.118597,-1.560013,-2.404367,-0.185907,-0.468319,-0.478151,-0.211394,0.187537,0.503298,0.565178,0.338702,-0.055865,0.726008,-0.800000,-0.800000,-0.800000,-0.800000
2.300000,-0.051081,0.068870,0.883944,slither,-0.177372,-0.497754,-0.551441,-0.315899,0.067649,0.407297,0.501571,0.310109,-0.056866,-1.978473,-1.157010,0.432017,1.908717,2.172141,1.363431,-0.236911,-1.654730,-2.012275,-0.269998,-0.497391,-0.436603,-0.121521,0.277506,0.545085,0.536358,0.254741,-0.149912,0.705847,-0.800000,-0.800000,-0.800000,-0.800000
2.350000,-0.044444,0.048397,0.865767,slither,-0.287298,-0.545225,-0.510628,-0.208640,0.183889,0.467675,0.477023,0.213404,-0.168398,-2.125512,-0.719355,1.148810,2.277122,2.149099,1.041856,-0.682643,-2.024133,-2.190422,-0.377343,-0.509774,-0.347377,0.021432,0.397475,0.577691,0.464105,0.116401,-0.280102,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
2.400000,-0.034380,0.023814,0.791464,slither,-0.381770,-0.558615,-0.437614,-0.087118,0.290206,0.499923,0.423914,0.108122,-0.267593,-1.732119,-0.037685,1.644747,2.446172,2.029883,0.412936,-1.202452,-2.134531,-1.915161,-0.433158,-0.496839,-0.272635,0.117874,0.463864,0.578401,0.398755,0.020060,-0.355736,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
2.450000,-0.025098,-0.003488,0.670046,slither,-0.458292,-0.539132,-0.335948,0.034957,0.381506,0.508946,0.352407,0.002613,-0.357417,-1.412016,0.577104,2.207818,2.379734,1.684785,-0.063483,-1.665323,-2.194943,-1.690879,-0.491705,-0.449241,-0.145823,0.254541,0.535823,0.545896,0.278170,-0.124873,-0.448136,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
2.500000,-0.019708,-0.029841,0.524906,slither,-0.510339,-0.497660,-0.225558,0.154811,0.452030,0.494269,0.263481,-0.106698,-0.430979,-0.796850,0.990067,2.143792,2.061474,1.247168,-0.363986,-1.713316,-2.199115,-1.285981,-0.516817,-0.404499,-0.059389,0.332381,0.559641,0.499502,0.183297,-0.220228,-0.495470,-0.800000,0.655570,-0.800000,-0.800000,-0.800000
2.550000,-0.017254,-0.054077,0.360765,slither,-0.534108,-0.432867,-0.111602,0.262556,0.498781,0.456116,0.165805,-0.215588,-0.485446,-0.204478,1.483933,2.124461,1.822711,0.760173,-0.959150,-2.008441,-2.058066,-0.873549,-0.523707,-0.313798,0.073517,0.429861,0.563474,0.402118,0.031843,-0.349189,-0.537047,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
2.600000,-0.016943,-0.073151,0.198263,slither,-0.537336,-0.354376,0.004562,0.355173,0.516392,0.394576,0.059952,-0.312129,-0.514966,0.105642,1.585926,2.220022,1.607401,0.062298,-1.398503,-2.069433,-1.777474,-0.392124,-0.507206,-0.239980,0.160631,0.479378,0.544938,0.321856,-0.070432,-0.421690,-0.543700,-0.800000,-0.800000,0.713766,-0.800000,-0.800000
2.650000,-0.019598,-0.089172,0.026099,slither,-0.515177,-0.259170,0.116775,0.435194,0.515115,0.314979,-0.049821,-0.398556,-0.521906,0.690331,1.967127,1.952321,1.561017,-0.120835,-1.771074,-2.445323,-1.559776,0.170170,-0.452885,-0.115664,0.281650,0.525968,0.486301,0.184053,-0.218465,-0.505136,-0.522008,-0.800000,-0.800000,0.685475,-0.800000,-0.800000
2.700000,-0.024387,-0.101990,-0.151299,slither,-0.468169,-0.155992,0.227379,0.494437,0.489331,0.223471,-0.158791,-0.464243,-0.503809,0.911357,1.765931,1.791975,0.981460,-0.564624,-1.930335,-2.129519,-1.107914,0.581779,-0.399352,-0.028180,0.351584,0.536539,0.427823,0.084166,-0.309630,-0.541856,-0.487505,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
2.750000,-0.029550,-0.110253,-0.319707,slither,-0.400667,-0.046184,0.328462,0.531681,0.442023,0.117533,-0.263981,-0.502947,-0.455749,1.564794,2.165632,1.959432,0.594150,-1.120604,-2.167086,-2.072972,-0.504606,1.221744,-0.296275,0.104093,0.435801,0.521612,0.316240,-0.069344,-0.427466,-0.565185,-0.407836,-0.800000,-0.800000,-0.800000,0.683077,-0.800000
2.800000,-0.036084,-0.115482,-0.485089,slither,-0.314394,0.067003,0.420654,0.541700,0.372383,0.009118,-0.354579,-0.517389,-0.387028,1.479097,1.839723,1.615636,-0.093346,-1.491356,-1.932874,-1.610980,-0.154096,1.328153,-0.216282,0.188231,0.474905,0.490908,0.228656,-0.170118,-0.490420,-0.559366,-0.338954,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
2.850000,-0.042088,-0.116490,-0.633467,slither,-0.212687,0.183090,0.492684,0.529080,0.283111,-0.102163,-0.426493,-0.506259,-0.299531,2.321043,2.387626,1.161288,-0.452003,-1.939736,-2.192406,-1.233365,0.472052,1.958554,-0.083430,0.303885,0.506858,0.417837,0.085861,-0.309658,-0.555206,-0.517750,-0.216122,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
2.900000,-0.046603,-0.112910,-0.762921,slither,-0.098010,0.294308,0.541487,0.492315,0.182605,-0.210260,-0.475347,-0.469273,-0.199395,2.033328,1.950997,0.803773,-0.934636,-2.041521,-1.993935,-0.784793,0.796596,1.905127,0.013199,0.373759,0.512482,0.356193,-0.009972,-0.388253,-0.574388,-0.467225,-0.123002,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
2.950000,-0.048332,-0.105028,-0.865354,slither,0.026014,0.396477,0.565658,0.430420,0.076406,-0.304213,-0.500991,-0.411578,-0.089191,2.614497,1.848260,0.201629,-1.512197,-2.332229,-1.800683,-0.285813,1.388037,2.364396,0.154027,0.454074,0.489185,0.241786,-0.154096,-0.484753,-0.571481,-0.366470,0.021533,-0.800000,-0.800000,-0.800000,-0.800000,0.696836
3.000000,-0.046166,-0.091891,-0.921144,slither,0.144110,0.479113,0.563154,0.348831,-0.035966,-0.385201,-0.502842,-0.331756,0.024249,2.139263,1.297527,-0.438373,-1.771114,-2.087841,-1.415365,0.123371,1.629216,2.099051,0.240942,0.488876,0.453198,0.154321,-0.246102,-0.531929,-0.548510,-0.285680,0.116789,-0.800000,-0.800000,-0.800000,-0.800000,0.687924
3.050000,-0.038921,-0.072831,-0.918851,slither,0.255813,0.535448,0.529170,0.244242,-0.150768,-0.446634,-0.480013,-0.236372,0.136355,2.279360,0.699964,-1.163211,-2.395237,-2.341982,-0.987169,0.787100,2.101098,2.389529,0.354170,0.510287,0.371303,0.013066,-0.370917,-0.573324,-0.484273,-0.150281,0.250691,-0.800000,-0.800000,-0.800000,-0.800000,0.680260
3.100000,-0.028412,-0.049764,-0.864060,slither,0.356241,0.561703,0.463652,0.125571,-0.257305,-0.485024,-0.433380,-0.135876,0.240012,1.705745,0.149353,-1.529956,-2.378457,-1.905456,-0.409613,1.135022,1.918027,1.826274,0.414828,0.503392,0.300554,-0.083570,-0.441584,-0.580100,-0.423522,-0.054603,0.329953,-0.800000,-0.800000,-0.800000,-0.800000,0.722279
3.150000,-0.018179,-0.024581,-0.766612,slither,0.442633,0.554496,0.373533,0.002810,-0.352945,-0.498568,-0.365986,-0.029709,0.333246,1.396313,-0.524841,-2.075851,-2.498702,-1.783720,-0.166372,1.427879,2.103375,1.683369,0.478904,0.461824,0.175649,-0.224786,-0.523331,-0.558512,-0.310182,0.089667,0.427734,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
3.200000,-0.008909,0.003100,-0.616117,slither,0.496027,0.515260,0.260726,-0.119416,-0.425786,-0.489569,-0.284541,0.077524,0.410523,0.659148,-1.082069,-2.262815,-2.324391,-1.209693,0.359759,1.716655,2.100684,1.359853,0.505001,0.417605,0.086484,-0.309504,-0.556694,-0.521267,-0.221066,0.183986,0.477698,-0.800000,-0.800000,-0.800000,0.688945,-0.800000
3.250000,-0.004141,0.028226,-0.454333,slither,0.528446,0.454118,0.145826,-0.229956,-0.478253,-0.458347,-0.189461,0.184566,0.471602,0.391025,-1.425103,-2.416290,-2.203575,-0.905146,0.773872,2.072225,2.213494,0.961413,0.521247,0.333728,-0.045658,-0.412564,-0.569337,-0.431088,-0.071242,0.317861,0.528182,-0.800000,-0.800000,-0.800000,0.672743,-0.800000
3.300000,-0.002698,0.050419,-0.280629,slither,0.534512,0.376663,0.030091,-0.328492,-0.509313,-0.407149,-0.087920,0.286702,0.508345,-0.173786,-1.590960,-1.968605,-1.685701,-0.446884,1.064256,2.030015,1.883359,0.538995,0.511206,0.263801,-0.133259,-0.466420,-0.556418,-0.354476,0.031522,0.394924,0.541201,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
