time_s,head_x_m,head_y_m,head_yaw_rad,state,q_joint_01_rad,q_joint_02_rad,q_joint_03_rad,q_joint_04_rad,q_joint_05_rad,q_joint_06_rad,q_joint_07_rad,q_joint_08_rad,q_joint_09_rad,dq_joint_01_rad_s,dq_joint_02_rad_s,dq_joint_03_rad_s,dq_joint_04_rad_s,dq_joint_05_rad_s,dq_joint_06_rad_s,dq_joint_07_rad_s,dq_joint_08_rad_s,dq_joint_09_rad_s,cmd_joint_01_rad,cmd_joint_02_rad,cmd_joint_03_rad,cmd_joint_04_rad,cmd_joint_05_rad,cmd_joint_06_rad,cmd_joint_07_rad,cmd_joint_08_rad,cmd_joint_09_rad,range_head_range_m60_m,range_head_range_m30_m,range_head_range_00_m,range_head_range_p30_m,range_head_range_p60_m
9.950000,0.105660,-0.123443,-0.505648,slither,-0.277172,0.098831,0.426817,0.523528,0.345054,-0.009367,-0.358501,-0.506512,-0.361892,2.108140,2.320191,1.612113,-0.087466,-1.501764,-1.744633,-1.587705,0.035497,1.693463,-0.143463,0.256953,0.519482,0.503245,0.216956,-0.185756,-0.488788,-0.529525,-0.286107,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
10.000000,0.097632,-0.125559,-0.670831,slither,-0.167398,0.215413,0.496384,0.512422,0.262940,-0.112421,-0.423204,-0.488130,-0.270825,2.070071,1.907307,1.188111,-0.353497,-1.705410,-1.752535,-1.153979,0.426899,1.824879,-0.048318,0.338098,0.543083,0.456638,0.125151,-0.273495,-0.525378,-0.495330,-0.199478,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
10.050000,0.090139,-0.122760,-0.814887,slither,-0.044528,0.327383,0.547302,0.479472,0.168196,-0.211556,-0.469420,-0.448405,-0.164581,2.721305,2.404016,0.796422,-0.966374,-2.142314,-2.078468,-0.620348,1.144646,2.320046,0.096263,0.439549,0.546963,0.360865,-0.018881,-0.388496,-0.549634,-0.415827,-0.058878,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
10.100000,0.085900,-0.114813,-0.925400,slither,0.078782,0.429403,0.573529,0.421993,0.067124,-0.302230,-0.489518,-0.386434,-0.053475,2.330420,1.798053,0.188000,-1.275102,-1.990126,-1.615190,-0.186713,1.319420,2.058389,0.189554,0.490627,0.528419,0.282649,-0.114796,-0.450639,-0.544659,-0.346403,0.037741,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
10.150000,0.084944,-0.103418,-0.998339,slither,0.199302,0.516199,0.575904,0.348186,-0.039778,-0.380625,-0.488483,-0.305328,0.061315,2.432544,1.590805,-0.119621,-1.653583,-2.145577,-1.552611,0.107629,1.809562,2.274194,0.317665,0.538479,0.470333,0.149796,-0.251125,-0.517286,-0.505860,-0.222978,0.179559,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
10.200000,0.089352,-0.087033,-1.016353,slither,0.311624,0.575624,0.551469,0.252796,-0.147611,-0.442397,-0.467795,-0.211999,0.172162,1.909848,0.870312,-0.775350,-1.967269,-2.007510,-1.064232,0.579979,1.873084,1.971734,0.391345,0.549767,0.413172,0.054860,-0.332891,-0.542006,-0.460268,-0.131540,0.267775,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
10.250000,0.099758,-0.065539,-0.970249,slither,0.410583,0.605934,0.491201,0.140049,-0.255848,-0.482610,-0.419979,-0.108752,0.275046,1.817118,0.173891,-1.648305,-2.504611,-2.055310,-0.564405,1.197489,2.232458,1.919603,0.478601,0.534911,0.304176,-0.089787,-0.435568,-0.547614,-0.365798,0.012313,0.383817,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
10.300000,0.113201,-0.039044,-0.859990,slither,0.492471,0.596059,0.399353,0.016693,-0.351980,-0.496763,-0.352976,-0.001360,0.364289,1.297823,-0.523120,-1.972393,-2.417505,-1.676078,-0.086366,1.398282,2.023616,1.489596,0.518645,0.504261,0.219280,-0.183372,-0.487622,-0.530204,-0.288266,0.108362,0.446840,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
10.350000,0.124046,-0.010223,-0.704055,slither,0.549252,0.554650,0.284825,-0.107820,-0.429550,-0.488375,-0.268085,0.108758,0.440100,0.658548,-1.252618,-2.544402,-2.598368,-1.146694,0.481548,1.999561,2.121363,1.324296,0.548437,0.429526,0.080121,-0.312279,-0.537102,-0.473705,-0.156107,0.245261,0.515017,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
10.400000,0.132387,0.017457,-0.519978,slither,0.574274,0.487136,0.161493,-0.224231,-0.479682,-0.452685,-0.167936,0.214127,0.493962,0.116154,-1.536520,-2.345217,-2.204639,-0.660298,0.973927,1.889083,1.864206,0.782284,0.547223,0.362771,-0.016352,-0.386700,-0.549536,-0.417479,-0.061394,0.327637,0.540851,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
10.450000,0.137190,0.043881,-0.309973,slither,0.563183,0.393205,0.035823,-0.326978,-0.503578,-0.392850,-0.061939,0.311639,0.523027,-0.452384,-2.092543,-2.649552,-2.019503,-0.298364,1.438916,2.362382,1.923244,0.351206,0.513881,0.242382,-0.159185,-0.475329,-0.536402,-0.309629,0.083298,0.431525,0.548186,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
10.500000,0.136664,0.065861,-0.102366,slither,0.531192,0.288346,-0.084156,-0.411258,-0.503991,-0.315122,0.047976,0.394223,0.524952,-0.730916,-1.992275,-1.870918,-1.407979,0.079591,1.546543,1.895475,1.362417,-0.140223,0.471640,0.152229,-0.248871,-0.516421,-0.506848,-0.225290,0.177164,0.484548,0.531913,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
10.550000,0.132460,0.082689,0.100274,slither,0.475586,0.174283,-0.199193,-0.474639,-0.482065,-0.225126,0.155000,0.457140,0.503634,-1.444135,-2.481417,-2.222587,-1.235324,0.544588,1.991572,2.215565,1.024749,-0.760655,0.381509,0.009101,-0.368191,-0.547903,-0.433599,-0.086616,0.306848,0.535649,0.477010,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
10.600000,0.125011,0.094707,0.296806,slither,0.402077,0.057253,-0.306897,-0.516231,-0.439340,-0.125594,0.252968,0.495224,0.455453,-1.568596,-2.146549,-2.004696,-0.586553,1.055833,1.992878,1.744345,0.501677,-1.057552,0.306282,-0.087289,-0.434018,-0.547843,-0.367684,0.009783,0.382000,0.549227,0.421727,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
10.650000,0.116726,0.102410,0.484879,slither,0.308163,-0.064128,-0.401949,-0.533189,-0.375723,-0.021925,0.338085,0.508302,0.386338,-2.175182,-2.602761,-1.713681,-0.008811,1.581980,2.032097,1.594635,0.087623,-1.731201,0.176519,-0.225911,-0.507113,-0.516186,-0.248262,0.152884,0.471990,0.537815,0.315037,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
10.700000,0.108006,0.104824,0.656297,slither,0.201277,-0.182753,-0.481872,-0.527179,-0.293507,0.083037,0.409464,0.496789,0.298383,-1.780051,-1.835155,-1.392858,0.299510,1.759804,1.938360,1.143019,-0.408855,-1.689606,0.082624,-0.310192,-0.536552,-0.474986,-0.158532,0.242993,0.514123,0.509363,0.231268,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
10.750000,0.100945,0.102492,0.803743,slither,0.081408,-0.296328,-0.539137,-0.498561,-0.200358,0.185547,0.458336,0.461401,0.195964,-2.635182,-2.364678,-0.838061,0.914134,1.884342,2.063257,0.861804,-0.885781,-2.257173,-0.062071,-0.417923,-0.549508,-0.386215,-0.015670,0.363283,0.547291,0.437610,0.093098,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
10.800000,0.095445,0.095860,0.929010,slither,-0.043215,-0.404505,-0.575504,-0.447931,-0.099777,0.279578,0.486880,0.407057,0.086709,-2.164649,-2.019114,-0.478128,1.188620,2.036320,1.623055,0.327555,-1.149658,-2.074634,-0.156761,-0.474051,-0.536955,-0.311717,0.080795,0.429951,0.548386,0.372544,-0.003213,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
10.850000,0.094035,0.085913,1.014265,slither,-0.164906,-0.497987,-0.583165,-0.375464,0.006169,0.359304,0.490560,0.328221,-0.029220,-2.418807,-1.736720,-0.060477,1.531865,2.187820,1.589419,-0.092677,-1.675240,-2.376582,-0.288846,-0.530384,-0.487307,-0.182729,0.219905,0.504533,0.518418,0.254108,-0.146562,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
10.900000,0.098171,0.071826,1.048213,slither,-0.279801,-0.563622,-0.563112,-0.284259,0.113088,0.423091,0.472230,0.236647,-0.142672,-2.006445,-0.891966,0.622053,1.974014,2.044225,1.015217,-0.594117,-1.797356,-2.054779,-0.366307,-0.547677,-0.435151,-0.089114,0.304744,0.535069,0.478265,0.164813,-0.237082,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
10.950000,0.107687,0.053056,1.021234,slither,-0.383042,-0.599796,-0.513230,-0.174785,0.219825,0.469034,0.431590,0.136359,-0.248851,-1.981897,-0.262580,1.492331,2.442067,2.196888,0.699937,-1.153066,-2.115703,-2.046020,-0.460640,-0.541889,-0.332349,0.055538,0.413622,0.549747,0.390865,0.022237,-0.358324,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
11.000000,0.120930,0.030598,0.937869,slither,-0.471322,-0.603495,-0.431018,-0.054380,0.318152,0.487865,0.368053,0.029193,-0.343549,-1.527059,0.046951,1.676023,2.198464,1.768080,0.168798,-1.275075,-2.181951,-1.729675,-0.506128,-0.517054,-0.250518,0.150451,0.470686,0.538339,0.317108,-0.074290,-0.425823,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
11.050000,0.133869,0.004858,0.806322,slither,-0.538881,-0.574381,-0.325094,0.070247,0.401562,0.485556,0.287647,-0.078856,-0.421611,-1.038270,0.882836,2.357062,2.624031,1.505408,-0.241159,-1.789083,-2.098078,-1.425955,-0.544754,-0.450248,-0.114129,0.283234,0.528607,0.490318,0.188914,-0.213866,-0.501881,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
11.100000,0.144077,-0.022420,0.631471,slither,-0.573798,-0.515662,-0.202627,0.190999,0.461462,0.459069,0.192664,-0.186141,-0.481647,-0.055129,1.674876,2.598173,2.296991,0.851183,-0.830229,-2.033228,-2.195568,-1.004552,-0.549609,-0.388013,-0.018200,0.361379,0.547034,0.439139,0.095592,-0.299252,-0.533511,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
11.150000,0.151078,-0.050028,0.424110,slither,-0.575669,-0.426656,-0.073700,0.297441,0.495015,0.406242,0.087503,-0.287054,-0.518027,0.229421,2.039544,2.606718,2.136161,0.368338,-1.319960,-2.067362,-2.024446,-0.479622,-0.525175,-0.272904,0.125814,0.457017,0.542975,0.337560,-0.048997,-0.409261,-0.549907,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
11.200000,0.151946,-0.076458,0.199619,slither,-0.547237,-0.321800,0.052452,0.391952,0.503863,0.336323,-0.016262,-0.372310,-0.529291,0.786014,2.085195,2.227995,1.701766,-0.021954,-1.592778,-1.944971,-1.491321,-0.038729,-0.488475,-0.185115,0.217582,0.503520,0.519257,0.256350,-0.144121,-0.467253,-0.539647,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
11.250000,0.149123,-0.096322,-0.010686,slither,-0.495248,-0.206753,0.168054,0.458187,0.488453,0.248837,-0.123341,-0.443329,-0.514345,1.325414,2.487820,2.507922,1.059281,-0.657664,-1.898540,-2.098247,-1.232591,0.615769,-0.405632,-0.043613,0.341809,0.543810,0.453989,0.120549,-0.277581,-0.526755,-0.493260,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
11.300000,0.143683,-0.109998,-0.208741,slither,-0.424932,-0.090338,0.278172,0.502768,0.447132,0.150841,-0.225321,-0.488263,-0.471727,1.376820,2.140225,2.024805,0.656092,-0.981988,-1.837463,-1.921206,-0.585567,1.015830,-0.334362,0.053019,0.411949,0.549818,0.392642,0.024766,-0.356400,-0.546314,-0.443063,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
11.350000,0.136030,-0.118852,-0.396345,slither,-0.335170,0.030423,0.377390,0.523443,0.386831,0.048429,-0.317224,-0.508671,-0.407640,2.157812,2.748028,1.986058,0.143541,-1.506816,-1.996000,-1.666708,-0.145470,1.491254,-0.208879,0.193979,0.492742,0.527090,0.278589,-0.119409,-0.453329,-0.543983,-0.342723,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
11.400000,0.127487,-0.123407,-0.571384,slither,-0.232325,0.147866,0.459879,0.523123,0.312602,-0.058035,-0.390700,-0.501267,-0.325351,1.947011,2.288039,1.351808,-0.185262,-1.560049,-2.110208,-1.242280,0.338558,1.653804,-0.116604,0.281061,0.527903,0.491460,0.191289,-0.211532,-0.500840,-0.521386,-0.262145,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
11.450000,0.119819,-0.122566,-0.724524,slither,-0.115861,0.263119,0.521091,0.500309,0.223205,-0.157952,-0.448224,-0.474208,-0.226229,2.462750,2.125915,1.130851,-0.597882,-1.898264,-2.000650,-0.993292,0.735626,2.189933,0.027634,0.394648,0.549884,0.410041,0.050160,-0.336637,-0.542788,-0.457666,-0.126951,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
11.500000,0.113464,-0.117204,-0.856369,slither,0.008727,0.374255,0.559513,0.454483,0.126923,-0.250366,-0.483758,-0.427009,-0.118019,2.386437,2.038013,0.438698,-1.083741,-1.761500,-1.643212,-0.482095,1.042016,2.022174,0.123349,0.455604,0.543372,0.339555,-0.046476,-0.407566,-0.549948,-0.397215,-0.031328,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
11.550000,0.111155,-0.107097,-0.949037,slither,0.132828,0.469474,0.574190,0.388555,0.023431,-0.336126,-0.494183,-0.357350,-0.004860,2.517262,1.769508,0.069839,-1.551358,-2.165670,-1.701374,0.060949,1.633845,2.278772,0.258887,0.520197,0.502358,0.214942,-0.187816,-0.489788,-0.528929,-0.284234,0.112987,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
11.600000,0.112637,-0.092498,-0.993629,slither,0.248744,0.543982,0.565636,0.304545,-0.087062,-0.411016,-0.484128,-0.268560,0.109493,1.958322,1.170722,-0.362051,-1.830060,-2.002311,-1.238211,0.360894,1.793546,2.086284,0.339823,0.543425,0.455413,0.123017,-0.275393,-0.526021,-0.494375,-0.197435,0.205452,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
11.650000,0.119171,-0.074644,-0.985877,slither,0.355124,0.591439,0.526933,0.202446,-0.195757,-0.464169,-0.449956,-0.169174,0.219342,1.964320,0.837844,-0.991395,-2.228115,-2.241871,-0.992930,0.875451,2.270711,2.301830,0.440862,0.546729,0.359209,-0.021070,-0.390043,-0.549710,-0.414390,-0.056700,0.331417,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
11.700000,0.130650,-0.050845,-0.910624,slither,0.446513,0.604063,0.453088,0.082773,-0.299886,-0.493257,-0.392176,-0.062299,0.316570,1.567785,-0.105524,-1.718155,-2.455157,-1.943638,-0.386077,1.286356,2.048951,1.791464,0.491613,0.527807,0.280768,-0.116937,-0.451891,-0.544351,-0.344699,0.039925,0.403125,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
11.750000,0.143165,-0.023310,-0.777830,slither,0.517789,0.576909,0.348579,-0.040168,-0.386417,-0.496378,-0.316823,0.047280,0.400936,1.103272,-0.745793,-2.345234,-2.423424,-1.517536,0.198297,1.754193,2.299683,1.467649,0.538920,0.469194,0.147687,-0.253072,-0.518026,-0.504997,-0.220975,0.181627,0.486764,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
11.800000,0.153224,0.003726,-0.616606,slither,0.561286,0.526753,0.232196,-0.159487,-0.451253,-0.475146,-0.224568,0.156242,0.467296,0.582057,-1.196645,-2.239348,-2.291773,-1.045111,0.564154,1.845833,2.032360,1.083056,0.549826,0.411723,0.052680,-0.334632,-0.542373,-0.459065,-0.129412,0.269686,0.524065,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
11.850000,0.159194,0.031341,-0.420144,slither,0.573115,0.446597,0.106318,-0.272140,-0.492953,-0.429704,-0.124277,0.259298,0.510138,-0.315393,-2.008552,-2.515192,-2.128782,-0.500626,1.163249,1.853700,2.018952,0.601403,0.534397,0.302349,-0.091947,-0.436902,-0.547406,-0.364159,0.014503,0.385383,0.549457,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
11.900000,0.160863,0.055867,-0.207601,slither,0.552029,0.348021,-0.016789,-0.368673,-0.509230,-0.363753,-0.017669,0.351038,0.527900,-0.523048,-1.960504,-2.216336,-1.652582,-0.095746,1.372349,2.037516,1.565848,0.111403,0.503383,0.217269,-0.185436,-0.488632,-0.529617,-0.286398,0.110508,0.448114,0.545251,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
11.950000,0.157821,0.076598,0.001184,slither,0.510021,0.240242,-0.137582,-0.445781,-0.501056,-0.279229,0.089015,0.422468,0.517728,-1.143837,-2.419795,-2.532977,-1.250755,0.472540,1.892960,2.119150,1.300225,-0.418635,0.428154,0.077953,-0.314079,-0.537570,-0.472588,-0.154006,0.247220,0.515782,0.507564,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
12.000000,0.152455,0.092008,0.202031,slither,0.447661,0.128091,-0.251520,-0.497712,-0.469379,-0.184902,0.194392,0.475759,0.484841,-1.160539,-1.887010,-1.805405,-0.931957,0.642311,1.847467,1.979422,0.818245,-0.703975,0.361122,-0.018541,-0.388254,-0.549622,-0.416050,-0.059217,0.329394,0.541244,0.462651,-0.800000,-0.800000,-0.800000,-0.800000,-0.800000
